"","pub_date","main","V2"
"7166","1989-10-14","Medigap Policies: Fine for Now",0
"7167","1989-10-14","Suspended Leader of Navajos Vows to Fight Bribe Charges",-0.571428571428571
"7168","1989-10-14","Janice M. Baker Weds C. G. Benedetto",0
"7169","1989-10-14","U.S. Cites Right to Seize Fugitives Abroad",-0.2
"7170","1989-10-14","Review/Dance; 2 Dancers Take Next Step",0
"7171","1989-10-14","Takeover Troubles Give Wall St. a Jolt",0
"7172","1989-10-14","Canadiens Top Devils In Overtime",-0.25
"7173","1989-10-14","Labor Secretary Gets 2 Sides To Meet in Long Coal Strike",-0.125
"7174","1989-10-14","New York's New School Chief Visits City and Faults System",-0.111111111111111
"7175","1989-10-14","Bridge",0
"7176","1989-10-15","Islanders, Ahead by 3, Settle for a Tie",0.25
"7177","1989-10-15","Contras Said to Sell Arms to Salvador Rebels",-0.166666666666667
"7178","1989-10-15","Bush to Seek Death Penalty for Drug Chiefs",-0.166666666666667
"7179","1989-10-15","MURDER AT THE SARACEN'S HEAD",-0.333333333333333
"7180","1989-10-15","SHUTTLE PROBLEM SOLVED, NASA SAYS",-0.2
"7181","1989-10-15","John F. X. Condon, Announcer For New York Knicks, Dies at 75",0
"7182","1989-10-15","U.S. Softens Position in Trade Talks With Japan",0.2
"7183","1989-10-15","DARING YET LIVABLE: The Mellowing of Deconstructivism",0.4
"7184","1989-10-15","An Industry Coalition Frays",0.333333333333333
"7185","1989-10-15","If You're Thinking of Living in: Fort Greene",0.2
"7186","1989-10-15","House Built by Students Awaits a Buyer and Site",0
"7187","1989-10-15","After Years of Fighting, 2 Democrats Compromise",0
"7188","1989-10-15","For the Ponies, Paradise Lost",0
"7189","1989-10-15","Physics Takes a Step, Leaves a Mess",-0.2
"7190","1989-10-15","As the Charter Vote Nears, New Yorkers Still Argue",-0.142857142857143
"7191","1989-10-15","The Mideast, As Seen by James Baker",0
"7192","1989-10-15","A Bumpy Journey to the Jets",0
"7193","1989-10-15","Whose School Is It, Anyway?",0
"7194","1989-10-15","Showdown In Florida: Woman Vs. Lizard",0
"7195","1989-10-15","High Spirits at the Summit",0.333333333333333
"7196","1989-10-15","Race for Title Narrows to 2",-0.333333333333333
"7197","1989-10-15","Some Prefer Golf",0.5
"7198","1989-10-15","A Squeeze on MarginsAs Grocers Compete In Bread",0
"7199","1989-10-15","Child's Play in Paris",0.333333333333333
"7200","1989-10-15","Penn State Wins A Big Game Big",0.333333333333333
"7201","1989-10-16","Marcos Is Buried 5,000 Miles Away From Home",-0.2
"7202","1989-10-16","Review/Music; Brooklyn Hears Factory Sounds From Germany",0.166666666666667
"7203","1989-10-16","Syria Acknowledges Its Pilot Intended to Defect to Israel",0
"7204","1989-10-16","West Mass Bankshares Inc reports earnings for Qtr to Sept 30",0
"7205","1989-10-16","Bond Activity Hinges On Stocks",0
"7206","1989-10-16","Hurricane Batters Galveston, Tex., Leaving 2 Dead",-0.166666666666667
"7207","1989-10-16","Old Kent Financial reports earnings for Qtr to Sept 30",0
"7208","1989-10-16","Michal Zymierski, 99, Postwar Polish Aide",0.4
"7209","1989-10-16","D'Amato Says Ex-H.U.D. Aide Violated a Trust",0.166666666666667
"7210","1989-10-16","East German Movement Overtaken by Followers",0
"7211","1989-10-16","Abortion Rebuff Chips At a Governor's Image",-0.2
"7212","1989-10-16","Jean Coutu Group reports earnings for Qtr to Aug 31",0
"7213","1989-10-16","Salem Carpet Mills reports earnings for Qtr to Sept 30",0
"7214","1989-10-16","Entire Town in Ohio Is Evacuated in Gas Leak",-0.166666666666667
"7215","1989-10-16","All American Television reports earnings for Year to June 30",0
"7216","1989-10-16","Vitro to Buy Anchor for $820 Million",0.25
"7217","1989-10-16","Society Corp reports earnings for Qtr to Sept 30",0
"7218","1989-10-16","The Roots Of a Selloff",-0.5
"7219","1989-10-16","Vermont Financial Services reports earnings for Qtr to Sept 30",-0.142857142857143
"7220","1989-10-16","At the Book Fair, a Hot Story Is the Takeovers",0
"7221","1989-10-16","Alar Scare Unfounded, Apple Growers Say",-0.166666666666667
"7222","1989-10-16","Tribune Co reports earnings for Qtr to Sept 24",0
"7223","1989-10-16","Washington Times Gets Aggressive as Its Big Losses Continue",-0.285714285714286
"7224","1989-10-16","Aluminum Co of America reports earnings for Qtr to Sept 30",0
"7225","1989-10-16","Marine Corp reports earnings for Qtr to Sept 30",0
"7226","1989-10-17","McGill Manufacturing Co reports earnings for Qtr to Sept 30",0
"7227","1989-10-17","Pro Bono",0.5
"7228","1989-10-17","Watts Industries reports earnings for Qtr to Sept 30",0.166666666666667
"7229","1989-10-17","'Junk Bonds' End Up After Big Early Drop",-0.333333333333333
"7230","1989-10-17","Magazines Plot Invasion Of Salons",-0.25
"7231","1989-10-17","Gandalf Technologies Inc reports earnings for 13wks to July 31",0
"7232","1989-10-17","First City Bancorp reports earnings for Qtr to Sept 30",0
"7233","1989-10-17","South Carolina National Corp reports earnings for Qtr to Sept 30",0
"7234","1989-10-17","Amcast Industrial reports earnings for Qtr to Aug 31",0.166666666666667
"7235","1989-10-17","'Weak' Hurricane Leaves 3 Dead; Galveston to Weigh Driving Ban",-0.25
"7236","1989-10-17","How to Make Antilock Brakes Standard",0.25
"7237","1989-10-17","Washington Federal Savings (D.C.) reports earnings for Qtr to Sept 30",0.142857142857143
"7238","1989-10-17","Former State Senator Begins a Fraud Trial",0
"7239","1989-10-17","People",0
"7240","1989-10-17","Airline Takeover Bill Clears a House Panel",0.166666666666667
"7241","1989-10-17","Governors Ignored Poverty's Role in Education; Not Very Jeffersonian",-0.166666666666667
"7242","1989-10-17","GZA Geoenvironmental Techologies Inc reports earnings for Qtr to Aug 31",0
"7243","1989-10-17","Elephant Is Declared Endangered Species",-0.25
"7244","1989-10-17","Danilo Kis Dead at 54; Wrote of the Holocaust",-0.2
"7245","1989-10-17","Q&A",NA
"7246","1989-10-17","DMI Furniture reports earnings for Qtr to Sept 2",0
"7247","1989-10-17","Robeson Industries reports earnings for Qtr to Aug 25",0.166666666666667
"7248","1989-10-17","Alliant and Intel In Joint Effort",0.25
"7249","1989-10-17","Doctor's Killer Uses Insanity Defense",-0.2
"7250","1989-10-17","Binks Manufacturing reports earnings for Qtr to Aug 31",0
"7251","1989-10-18","Gerber Products reports earnings for Qtr to Sept 30",0.166666666666667
"7252","1989-10-18","Lilly (Eli) & Co (N) reports earnings for Qtr to Sept 30",0
"7253","1989-10-18","Books of The Times; Families to Whom Wartime Is Incidental",0
"7254","1989-10-18","New York Fears Burden And Quits Waste Plan",-0.571428571428571
"7255","1989-10-18","Springs Industries reports earnings for Qtr to Sept 30",0.166666666666667
"7256","1989-10-18","Review/Pop; After 25 Years, Kinks Retain Their Scale and Informality",0.166666666666667
"7257","1989-10-18","Now Is the Time to Vote for a New Charter for New York City; A Halt on Waterfront",0
"7258","1989-10-18","Cincinnati Bell reports earnings for Qtr to Sept 30",0
"7259","1989-10-18","7 Are Killed in Philadelphia Row House Fire",-0.4
"7260","1989-10-18","Reviews/Music; Alessandra Marc Makes Her Met Debut as Aida",0
"7261","1989-10-18","THE MEDIA BUSINESS: Advertising; Accounts",0.25
"7262","1989-10-18","Profit Posted At Affiliated",0.666666666666667
"7263","1989-10-18","Bush Tells Congress He Will Veto Bill on Abortion",0
"7264","1989-10-18","Gatx Corp reports earnings for Qtr to Sept 30",0
"7265","1989-10-18","Yields Offered by Banks For Deposits Fell in Week",0.166666666666667
"7266","1989-10-18","Scripps Howard Broadcasting reports earnings for Qtr to Sept 30",0
"7267","1989-10-18","Shaken by Charges of Corruption, Gandhi Calls for Vote Next Month",-0.125
"7268","1989-10-18","Change in Leadership Is Expected in Turkey",0
"7269","1989-10-18","Hofstra Clerical Workers Return to Offices",0.2
"7270","1989-10-18","Nicor Inc reports earnings for Qtr to Sept 30",0
"7271","1989-10-18","Integra Financial Corp reports earnings for Qtr to Sept 30",0
"7272","1989-10-18","Citicorp Net Declines; Hanover Reports Loss",-0.333333333333333
"7273","1989-10-18","About New York; Baby Boy's Case: Poignancy In Sea of Flotsam",0
"7274","1989-10-18","A 'Reform' That RICO Doesn't Need",-0.25
"7275","1989-10-18","A Casualty of the Continuing Soviet Ethnic Unrest",-0.2
"7276","1989-10-19","Valmont Industries reports earnings for Qtr to Sept 30",0.166666666666667
"7277","1989-10-19","Asian Venture Selects A Banker as Chairman",0.2
"7278","1989-10-19","First Community Bancorp reports earnings for Qtr to Sept 30",0.142857142857143
"7279","1989-10-19","Washington Bancorp reports earnings for Qtr to Sept 30",0
"7280","1989-10-19","Diamond Shamrock R&M Inc. reports earnings for Qtr to Sept 30",0
"7281","1989-10-19","Viacom Posts Loss in Quarter",-0.25
"7282","1989-10-19","Poetry, Not Chintz, in New York's First French Show House",-0.125
"7283","1989-10-19","Partners in UAL Buyout Offer Continue to Maneuver",0.5
"7284","1989-10-19","INSIDE",0
"7285","1989-10-19","Energy Conversion Devices Inc. reports earnings for Qtr to Sept 30",0
"7286","1989-10-19","Two 'Junk' Offerings Postponed",0
"7287","1989-10-19","National Savings Bank of Alany reports earnings for Qtr to Sept 30",0.125
"7288","1989-10-19","Secondary Stocks Rise; Volume Dips",0
"7289","1989-10-19","An Integrated Independence for Baltics?",0.666666666666667
"7290","1989-10-19","Crippled Airliner Lands Safely",0
"7291","1989-10-19","Princess Gina, Consort in Liechtenstein, 67",0
"7292","1989-10-19","Small University Gains Control Of the Barnes Foundation",0.166666666666667
"7293","1989-10-19","Cuba Is Elected to the U.N. Security Council",0.5
"7294","1989-10-19","A Cotton Plant Grows in an Unlikely",0
"7295","1989-10-19","East Germany Removes Honecker And His Protege Takes His Place",0
"7296","1989-10-19","National City Bancorp reports earnings for Qtr to Sept 30",0
"7297","1989-10-19","Valley National Corp. reports earnings for Qtr to Sept 30",0
"7298","1989-10-19","Freed Rebels Talk of Decades in Pretoria's Prisons",-0.5
"7299","1989-10-19","The Fight Over Changing the Borough Presidents' Role",-0.2
"7300","1989-10-19","I.B.M. to Buy Back $1 Billion of Stock",0.4
"7301","1989-10-20","Salvador Epilogue: At Least They're Still Talking",0
"7302","1989-10-20","Gillette Co.  reports earnings for Qtr to Sept 30",0
"7303","1989-10-20","Brooklyn Handyman Held in Slayings of 2",0
"7304","1989-10-20","Adlai S. Hardin Dead; Wood Sculptor Was 88",-0.2
"7305","1989-10-20","Cal Rep Bancorp Inc.  reports earnings for Qtr to Sept 30",0
"7306","1989-10-20","Chemical Waste Management reports earnings for Qtr to Sept 30",0
"7307","1989-10-20","Senate Sends Bush a Bill to Broaden Abortion Aid",0.142857142857143
"7308","1989-10-20","FBX Corp.  reports earnings for Qtr to Aug 31",0
"7309","1989-10-20","TV Weekend; A Drama of Day Care With a Satanic Twist",0.166666666666667
"7310","1989-10-20","Market Place; Insurance Stocks Regaining Favor",0.166666666666667
"7311","1989-10-20","First Bank System Inc. reports earnings for Qtr to Sept 30",0
"7312","1989-10-20","Proposal to Limit Death-Row Appeals Is Unjust",-0.2
"7313","1989-10-20","Review/Dance; Some Cows, A Goat and (So to Speak) Real Hoofers",0.166666666666667
"7314","1989-10-20","Diner's Journal",0
"7315","1989-10-20","Gamma Biologicals reports earnings for Qtr to Sept 30",0
"7316","1989-10-20","Chips & Technologies Inc. reports earnings for Qtr to Sept 30",0
"7317","1989-10-20","USX and Kobe Form Venture",0
"7318","1989-10-20","Assassinations: Can't We Learn?",0
"7319","1989-10-20","Thomas & Betts Corp. reports earnings for Qtr to Sept 30",0
"7320","1989-10-20","Burlington Northern reports earnings for Qtr to Sept 30",0
"7321","1989-10-20","Argentina and Britain Opening Consular Ties",0.2
"7322","1989-10-20","Net Off at Media Concern",-0.333333333333333
"7323","1989-10-20","Fahnestock Viner Holdings reports earnings for Qtr to Sept 30",0
"7324","1989-10-20","U.S. Officials Look to Policy on East Germany as Next Big Challenge",-0.125
"7325","1989-10-20","For Children",0
"7326","1989-10-21","A. Schulman Inc. reports earnings for Qtr to Aug 31",0
"7327","1989-10-21","Sanders Is Injured",-0.5
"7328","1989-10-21","Standard Federal Bank reports earnings for Qtr to Sept 30",0.142857142857143
"7329","1989-10-21","Review/Dance; A Traditional Form From India",0.25
"7330","1989-10-21","Duke Power Co.  reports earnings for 12mo Sept 30",0
"7331","1989-10-21","Nun Provides Young Blacks A 'Way Out of Helplessness'",0
"7332","1989-10-21","Ethics Panel Is Told To Shun Full Inquiry In Gingrich's Case",0.125
"7333","1989-10-21","'Dangerous Games' Closing",0
"7334","1989-10-21","Knoll Agrees to Sell Its Color Tile Unit",0
"7335","1989-10-21","Vukota Nets Hat Trick For Islanders",-0.2
"7336","1989-10-21","Analysis & Technology reports earnings for Qtr to Sept 30",0
"7337","1989-10-21","Homeowners Group Inc. reports earnings for Qtr to Sept 30",0
"7338","1989-10-21","Parker Drilling Co. reports earnings for Qtr to Aug 31",0
"7339","1989-10-21","United Carolina Bancshares Corp. reports earnings for Qtr to Sept 30",0
"7340","1989-10-21","Commerce Clearing House reports earnings for Qtr to Sept 30",0.142857142857143
"7341","1989-10-21","Adjust Federal Pay to Regional Costs of Living",0.333333333333333
"7342","1989-10-21","Contel Corp. reports earnings for Qtr to Sept 30",0
"7343","1989-10-21","Bid Is Said To Be Near For United",0
"7344","1989-10-21","Experts Put Stock Value Higher Than Dinkins Did",0.333333333333333
"7345","1989-10-21","Treasury Notes and Bonds Decline",-0.25
"7346","1989-10-21","Union Planters Corp. reports earnings for Qtr to Sept 30",0
"7347","1989-10-21","Nilsson to Give Master Class",0.5
"7348","1989-10-21","CF&I Steel Corp. reports earnings for Qtr to Sept 30",0
"7349","1989-10-21","National Education reports earnings for Qtr to Sept 30",0.166666666666667
"7350","1989-10-21","Soviets Show Wallenberg's Jail Card",-0.4
"7351","1989-10-22","NONFICTION",0
"7352","1989-10-22","A Potential New Soviet Export Product: Cold-War-Surplus Missiles",0.142857142857143
"7353","1989-10-22","Vincent Makes A Rough Climb To the Top Spot",-0.333333333333333
"7354","1989-10-22","Anti-Drug Units Face Formidable Obstacles",-0.4
"7355","1989-10-22","The Serendipitous Appeal of Eurailpass",0.333333333333333
"7356","1989-10-22","Charity Agrees to Dissolve After Yearlong Investigation",0.2
"7357","1989-10-22","Alcohol Lurks as a Gateway to Other Drugs",-0.25
"7358","1989-10-22","THE EARTHQUAKE'S TOLL IN 8 COUNTIES",0
"7359","1989-10-22","Tenderized, 'Cured' Meats With Marinade",0.5
"7360","1989-10-22","Reviews/Music; Century Hopping by the Camerata Bern",0
"7361","1989-10-22","As Profits Slide, a Struggle to Survive",0.25
"7362","1989-10-22","NEWS SUMMARY",0
"7363","1989-10-22","Volunteers Step In As State Support of Aqueduct Drops",0.166666666666667
"7364","1989-10-22","Karen E. Olsen Becomes a Bride",0
"7365","1989-10-22","Glitter at 'Traviata' Opening And a Barbie Doll at U.N.",0.4
"7366","1989-10-22","Nataly Goldstein to Wed",0
"7367","1989-10-22","An AIDS Bite and a Conviction",0
"7368","1989-10-22","Review/Theater; Vietnam Veterans Ensemble in 'The Ambassador'",0.2
"7369","1989-10-22","DATA UPDATE: October 22, 1989",0
"7370","1989-10-22","Patients Dance Into the Unconscious",0.666666666666667
"7371","1989-10-22","INSIDE",0
"7372","1989-10-22","Story With a Moral, And a Twist From Time",0.25
"7373","1989-10-22","ANYONE FOR WAR?",-0.5
"7374","1989-10-22","Harvard-Army: An Elucidation",0
"7375","1989-10-22","American Modern Isn't at Home in Germany",0.2
"7376","1989-10-23","False Unity Shunned By Interfaith Group",0
"7377","1989-10-23","News Summary",0
"7378","1989-10-23","Washington at Work; Crowe v. Abrams: A Private Feud Over Handling Panama Becomes Public",-0.1
"7379","1989-10-23","Prague Autumn",0
"7380","1989-10-23","Treasury Selling $10 Billion in 2-Year Bills",0
"7381","1989-10-23","Jean Engelmayer Marries Jan Kalicki",0.2
"7382","1989-10-23","Premiums Losing Favor As Circulation Costs Rise",0
"7383","1989-10-23","Kasparov Beats Chess Computer (for Now)",-0.2
"7384","1989-10-23","Crash Kills Boat Racer",-0.25
"7385","1989-10-23","Wall St.'s 2 Camps",0
"7386","1989-10-23","U.S. Committee Adopts Drug Plan",0
"7387","1989-10-23","Shipments Of Steel Declining",-0.333333333333333
"7388","1989-10-23","The Voices of Namibia",0
"7389","1989-10-23","INSIDE",0
"7390","1989-10-23","Severe Injury For 49er",-1
"7391","1989-10-23","Kemp to Cut H.U.D. Region For New York",-0.166666666666667
"7392","1989-10-23","Contra Ambush Kills 18 Nicaraguan Troops",-0.4
"7393","1989-10-23","Review/Dance; Harlem Troupe Challenged By Three Varied Works",-0.142857142857143
"7394","1989-10-23","As New Tactic, Do-It-Yourself Abortions Taught",0.2
"7395","1989-10-23","Quotation of the Day",0
"7396","1989-10-23","Margie Abrams Wed To William John Otto",0
"7397","1989-10-23","Sinking Jets Manage 3 Points",0
"7398","1989-10-23","This World Series No Longer Credible",0.25
"7399","1989-10-23","Claire A. Cerni Marries Brian H. Barr",0.2
"7400","1989-10-23","Calangute Journal; India's Tourist Paradise, but Visitors Are Dreaded",0
"7401","1989-10-24","Bickering Splits Westchester's Legislature",-0.25
"7402","1989-10-24","Ogilvy Group's Chairman Resigns",-0.25
"7403","1989-10-24","Phillips Petroleum Co reports earnings for Qtr to Sept 30",0
"7404","1989-10-24","8 Top Pretoria Rebels Meet to Plan Strategy",0
"7405","1989-10-24","Tandy Corp reports earnings for Qtr to Sept 30",0
"7406","1989-10-24","Big Board's Trading Data",0
"7407","1989-10-24","Review/Music; Old and New Works Offered By Composers Orchestra",0.142857142857143
"7408","1989-10-24","Time Warner Reports Loss For Quarter",-0.2
"7409","1989-10-24","Ameribanc reports earnings for Qtr to Sept 30",0
"7410","1989-10-24","Rationing 'Dallas' in Europe",0
"7411","1989-10-24","Nicaragua Coup in 30's Had U.S. Blessing",0.333333333333333
"7412","1989-10-24","Irma A. Bloomingdale, 101, a Civic Leader",0
"7413","1989-10-24","Profits Scoreboard",0.5
"7414","1989-10-24","Cincinnati Financial reports earnings for Qtr to Sept 30",0
"7415","1989-10-24","Puzzling Pattern of the Quake May Hurt Ability to Predict",0
"7416","1989-10-24","CFS Financial Corp reports earnings for Qtr to Sept 30",0
"7417","1989-10-24","Philadelphia Electric reports earnings for Qtr to Sept 30",0
"7418","1989-10-24","An Editor's Cry From Gorbachev's Doghouse",0
"7419","1989-10-24","Mahorn Italy Bound?",-0.333333333333333
"7420","1989-10-24","BUSINESS DIGEST",0
"7421","1989-10-24","Bankers Trust N.Y.  Corp reports earnings for Qtr to Sept 30",0.142857142857143
"7422","1989-10-24","Deluxe Corp reports earnings for Qtr to Sept 30",0
"7423","1989-10-24","Lone Star Industries reports earnings for Qtr to Sept 30",0
"7424","1989-10-24","Hershey Foods reports earnings for Qtr to Oct 1",0
"7425","1989-10-24","Bridge",0
"7426","1989-10-25","Quotation of the Day",0
"7427","1989-10-25","Alexander's In the Bronx",0
"7428","1989-10-25","World Series Receives Mayor's Go-Ahead",0
"7429","1989-10-25","The California Quake; Power of the Quake Raised by New Measure",0
"7430","1989-10-25","Centerior Energy reports earnings for Qtr to Sept 30",0
"7431","1989-10-25","AMCA International reports earnings for Qtr to Sept 30",0
"7432","1989-10-25","Goodyear Net Advances 11%",0.333333333333333
"7433","1989-10-25","Genentech Inc. reports earnings for Qtr to Sept 30",0
"7434","1989-10-25","Standard Pacific L.P. reports earnings for Qtr to Sept 30",0.166666666666667
"7435","1989-10-25","Enserch Corp. reports earnings for Qtr to Sept 30",0
"7436","1989-10-25","Figgie International reports earnings for Qtr to Sept 30",0
"7437","1989-10-25","PROFITS SCOREBOARD",0.5
"7438","1989-10-25","Judge Sentences Gabor To Three Days in Jail",-0.333333333333333
"7439","1989-10-25","The California Quake; Museums Find Most Pieces Unscathed",-0.166666666666667
"7440","1989-10-25","Oh, Those Cacophonous Car Burglar Alarms!",-0.5
"7441","1989-10-25","Crying 'Sellout,' Beirut Christians Rally Against Lebanese Accord",0.285714285714286
"7442","1989-10-25","Walker Returns to Jets",0.333333333333333
"7443","1989-10-25","East German Chief Elected, Not Unanimously",0
"7444","1989-10-25","Belo (A.H.) Corp.(N) reports earnings for Qtr to Sept 30",0
"7445","1989-10-25","U.S. Decides to Scale Back Military Exercise in Europe",0.166666666666667
"7446","1989-10-25","Atlantique Video reports earnings for Qtr to Sept 9",0
"7447","1989-10-25","Market Place Added Volatility Expected in 'Junk'",-0.4
"7448","1989-10-25","The Pop Life",0
"7449","1989-10-25","Atomic Plant Bonuses Stir Second Thoughts",0.333333333333333
"7450","1989-10-25","As Edmonton's Center, Carson Was an Outsider",-0.25
"7451","1989-10-26","Computer Sciences reports earnings for Qtr to Sept 29",0
"7452","1989-10-26","Jets' Lineup Against 49ers Is All If's",0
"7453","1989-10-26","Fuqua Industries reports earnings for Qtr to Sept 30",0.166666666666667
"7454","1989-10-26","Brooklyn Union Gas reports earnings for Qtr to Sept 30",0
"7455","1989-10-26","Israeli Restraint Allows Uprising to Drag On",-0.2
"7456","1989-10-26","Medusa Corp reports earnings for Qtr to Sept 30",0
"7457","1989-10-26","Ngema Discussion Rescheduled to Nov. 9",0.25
"7458","1989-10-26","Du Pont (E.I.) de Nemours & Co (N) reports earnings for Qtr to Sept 30",0
"7459","1989-10-26","The Two Faces Of Saint Laurent",0.25
"7460","1989-10-26","Interface Inc reports earnings for Qtr to Oct 1",0
"7461","1989-10-26","Youth Service Proposal Doesn't Offer Stipends",0
"7462","1989-10-26","France Buys U.S. Butter",0.333333333333333
"7463","1989-10-26","Witco Corp reports earnings for Qtr to Sept 30",0
"7464","1989-10-26","Striking It Rich in Japan",0
"7465","1989-10-26","L. J. Hooker Sells Merksamer Stake",0
"7466","1989-10-26","THE MEDIA BUSINESS: Advertising; Addenda",0
"7467","1989-10-26","Transactions",0
"7468","1989-10-26","Corrections",1
"7469","1989-10-26","Bid Procedures Set At Dunkin' Donuts",0
"7470","1989-10-26","HOME IMPROVEMENT",0.5
"7471","1989-10-26","Review/Opera; A Safe Bet and a Risk in Philadelphia",0.2
"7472","1989-10-26","Richard Norwood, 73, Lawyer and Executive",-0.25
"7473","1989-10-26","Big Gain Expected By Westinghouse",0.25
"7474","1989-10-26","Millipore Corp reports earnings for Qtr to Sept 30",0
"7475","1989-10-26","Bethlehem Steel Corp reports earnings for Qtr to Sept 30",0
"7476","1989-10-27","Castle (A.M.) Co.(A) reports earnings for Qtr to Sept 30",0
"7477","1989-10-27","IN THE NATION",0
"7478","1989-10-27","Campbell Keeping Busy",0
"7479","1989-10-27","International Flavors & FraFgrances reports earnings for Qtr to Sept 30",0
"7480","1989-10-27","At the Movies",0
"7481","1989-10-27","THE MEDIA BUSINESS: Advertising; Ogilvy & Mather Names New Creative Director",0.111111111111111
"7482","1989-10-27","Some Haunting Places",-0.5
"7483","1989-10-27","John Hancock Income SecuriFties Tr reports earnings for Qtr to Sept 30",0
"7484","1989-10-27","Adobe Resources reports earnings for Qtr to Sept 30",0.166666666666667
"7485","1989-10-27","Fight to Survive",0
"7486","1989-10-27","One Bancorp reports earnings for Qtr to Sept 30",0
"7487","1989-10-27","Ruddick Corp. reports earnings for Year to Oct 1",0
"7488","1989-10-27","Governor Joins Dinkins Attack Against Rival",-0.2
"7489","1989-10-27","INSIDE",0
"7490","1989-10-27","Otter Tail Power reports earnings for Qtr to Sept 30",0
"7491","1989-10-27","Cup TV Rights Deferred",0.666666666666667
"7492","1989-10-27","DPL Inc. reports earnings for Qtr to Sept 30",0
"7493","1989-10-27","Man, Woman and Chimp",0.333333333333333
"7494","1989-10-27","And What Did The Cat Know?",0.5
"7495","1989-10-27","A Meteor in Thatcher's Political Constellation",0.25
"7496","1989-10-27","Diner's Journal",0
"7497","1989-10-27","Tenace Named a Coach",0.333333333333333
"7498","1989-10-27","President's Gains Tax Maneuver",0
"7499","1989-10-27","Leggett & Platt reports earnings for Qtr to Sept 30",0
"7500","1989-10-27","American General Corp. reports earnings for Qtr to Sept 30",0
"7501","1989-10-28","Sherman Walt Dies; Bassoonist Was 66",-0.25
"7502","1989-10-28","Friends Mark Birthday of U.S. Hostage in Lebanon",0.2
"7503","1989-10-28","Fansteel Inc. reports earnings for Qtr to Sept 30",0
"7504","1989-10-28","Witness List Includes Gators",0
"7505","1989-10-28","Aetna Life & Casualty reports earnings for Qtr to Sept 30",-0.142857142857143
"7506","1989-10-28","Student Is Slain On Packed IRT After Argument",-0.2
"7507","1989-10-28","Florida State the Favorite? Miami Disagrees.",0.2
"7508","1989-10-28","Prime Motors Inns Inc. reports earnings for Qtr to Sept 30",0.125
"7509","1989-10-28","Alfred Wilson, 85, 1924 Olympic Medalist",0
"7510","1989-10-28","Liggett Group reports earnings for Qtr to Sept 30",0
"7511","1989-10-28","Foremost Corp. of America reports earnings for Qtr to Sept 30",0.142857142857143
"7512","1989-10-28","Bay State Gas reports earnings for Qtr to Sept 30",0.142857142857143
"7513","1989-10-28","Northwest Natural Gas reports earnings for Qtr to Sept 30",0.142857142857143
"7514","1989-10-28","Gorbachev Ends Three-Day Visit to Finland",0
"7515","1989-10-28","Alfred C. Bruce, 88, An Ex-Civil Engineer",0
"7516","1989-10-28","Sunday Silence's Rider Is Suspended",-0.25
"7517","1989-10-28","Leiner (P.) Nutritional Prodcts Corp.(A) reports earnings for Qtr to Sept 30",0
"7518","1989-10-28","Aquino Ban on Marcos Is Upheld",0.25
"7519","1989-10-28","A's Overwhelm Giants As Series Resumes",-0.25
"7520","1989-10-28","Dataproducts Sought by DPC",0.333333333333333
"7521","1989-10-28","Mate at Helm of Grounded Ship Is Arrested",0.2
"7522","1989-10-28","Potash Corp. of Saskatchean reports earnings for Qtr to Sept 30",0
"7523","1989-10-28","Noranda Inc. reports earnings for Qtr to Sept 30",0
"7524","1989-10-28","Employers Casualty Co.  reports earnings for Qtr to Sept 30",-0.166666666666667
"7525","1989-10-28","Vertex Communications Corp. reports earnings for Qtr to Sept 30",0.142857142857143
"7526","1989-10-29","Answering The Mail",0
"7527","1989-10-29","New York's Mayoral Rivals Support School Innovations",0.142857142857143
"7528","1989-10-29","Question Of the Week; Should The Series Have Been Called Off?",0
"7529","1989-10-29","Sandra B. Wilson Weds",0
"7530","1989-10-29","Seeking Tolerance in the Wake of Bias Crime",-0.2
"7531","1989-10-29","No Time to Shop",0
"7532","1989-10-29","Review/Dance; Death-Life Celebration By Muteki-Sha Troupe",0.2
"7533","1989-10-29","Off the Record",0
"7534","1989-10-29","On Not Going Up in Smoke",0
"7535","1989-10-29","Lifestyle: Sunday Brunch; An Old-Timer, a Newer Standby",0
"7536","1989-10-29","Fond Memories Of Secretariat",0.333333333333333
"7537","1989-10-29","Baseball Comes Back With a Flop in the Dirt",0.2
"7538","1989-10-29","CRACK AND RACIAL TENSIONS",-0.333333333333333
"7539","1989-10-29","Auto Insurance: Wide Changes Are Sought",0.2
"7540","1989-10-29","CAMPUS LIFE: Michigan; Marshmallows Are Added To List of Missiles",0
"7541","1989-10-29","William Warmus: Curator of Glass",0
"7542","1989-10-29","Connecticut Q&A: J. Williams Burns; 'A Road in Good Condition Is a Safer Road'",0
"7543","1989-10-29","Question Of the Week; Should The Series Have Been Called Off?",0
"7544","1989-10-29","Review/Music; Laussade, Pianist, In Recital",0
"7545","1989-10-29","DR. KING'S BEST FRIEND",0.666666666666667
"7546","1989-10-29","LONG ISLAND GUIDE",0.333333333333333
"7547","1989-10-29","The Evolution of a Book",0
"7548","1989-10-29","13 Are Wounded in Gunfight At Flatbush Birthday Party",-0.2
"7549","1989-10-29","'Upheaval in the Quiet Zone'",-0.333333333333333
"7550","1989-10-29","ROLL OVER, WAGNER",0
"7551","1989-10-30","Premier Canadian Ltd reports earnings for Qtr to Aug 26",0.142857142857143
"7552","1989-10-30","Manitowoc Co reports earnings for Qtr to Sept 30",0
